,v,vw,o,c,h,l,n,date,daily_return,abs_daily_return,year,day,is_outlier
0,57901,0.8828,0.87925,0.88478,0.88651,0.87902,57901,2022-01-03,,,2022,Monday,0
1,62051,0.8854,0.8846,0.88624,0.88709,0.883,62051,2022-01-04,0.0016501277153642135,0.0016501277153642135,2022,Tuesday,0
2,64819,0.8838,0.88627,0.8839,0.88673,0.8811,64819,2022-01-05,-0.002640368297526674,0.002640368297526674,2022,Wednesday,0
3,68551,0.8844,0.88409,0.8852,0.88613,0.8823,68551,2022-01-06,0.0014707546102499247,0.0014707546102499247,2022,Thursday,0
4,45968,0.8833,0.88531,0.88,0.88571,0.879662,45968,2022-01-07,-0.0058743786714866575,0.0058743786714866575,2022,Friday,0
5,64212,0.883,0.88074,0.8825,0.88606,0.8802,64212,2022-01-10,0.0028409090909089496,0.0028409090909089496,2022,Monday,0
6,57807,0.8815,0.8826,0.87978,0.8839,0.8789,57807,2022-01-11,-0.0030821529745042042,0.0030821529745042042,2022,Tuesday,0
7,60298,0.8775,0.87979,0.87411,0.88064,0.8729,60298,2022-01-12,-0.006444793016435857,0.006444793016435857,2022,Wednesday,0
8,62546,0.8725,0.87414,0.87282,0.87442,0.8709,62546,2022-01-13,-0.001475786800288259,0.001475786800288259,2022,Thursday,0
9,64606,0.8736,0.87283,0.87592,0.87728,0.8707,64606,2022-01-14,0.0035517059645746585,0.0035517059645746585,2022,Friday,0
10,46290,0.8761,0.87671,0.8762,0.87777,0.874355,46290,2022-01-17,0.00031966389624615843,0.00031966389624615843,2022,Monday,0
11,74512,0.8791,0.87638,0.8825,0.88377,0.8754,74512,2022-01-18,0.0071901392376170215,0.0071901392376170215,2022,Tuesday,0
12,63020,0.8818,0.88265,0.88156,0.88345,0.8803,63020,2022-01-19,-0.0010651558073653256,0.0010651558073653256,2022,Wednesday,0
13,63245,0.8816,0.88155,0.88391,0.88468,0.8794,63245,2022-01-20,0.0026657289350695557,0.0026657289350695557,2022,Thursday,0
14,61679,0.8821,0.88388,0.88144,0.88485,0.8801,61679,2022-01-21,-0.002794402145014696,0.002794402145014696,2022,Friday,0
15,74573,0.8835,0.88171,0.8828,0.88566,0.8816,74573,2022-01-24,0.0015429297513160911,0.0015429297513160911,2022,Monday,0
16,63165,0.8855,0.88307,0.88468,0.88778,0.8828,63165,2022-01-25,0.0021295876755778043,0.0021295876755778043,2022,Tuesday,0
17,66009,0.8865,0.88469,0.8895,0.89001,0.8839,66009,2022-01-26,0.005448297689560011,0.005448297689560011,2022,Wednesday,0
18,75688,0.8946,0.88959,0.8971,0.89825,0.8893,75688,2022-01-27,0.008544125913434675,0.008544125913434675,2022,Thursday,0
19,69525,0.8972,0.89727,0.897,0.89911,0.894855,69525,2022-01-28,-0.00011147029316682655,0.00011147029316682655,2022,Friday,0
20,75790,0.894,0.89664,0.8905,0.8973,0.8889,75790,2022-01-31,-0.007246376811594235,0.007246376811594235,2022,Monday,0
21,70656,0.8885,0.8905,0.887,0.89116,0.886368,70656,2022-02-01,-0.003930376193149843,0.003930376193149843,2022,Tuesday,0
22,63206,0.885,0.88703,0.88497,0.88755,0.8824,63206,2022-02-02,-0.00228861330326946,0.00228861330326946,2022,Wednesday,0
23,85786,0.8808,0.88496,0.8744,0.88749,0.8731,85786,2022-02-03,-0.011943907703086065,0.011943907703086065,2022,Thursday,0
24,46006,0.8733,0.87445,0.8733,0.87626,0.8715,46006,2022-02-04,-0.0012580054894785198,0.0012580054894785198,2022,Friday,0
25,79114,0.8744,0.87297,0.8739,0.87602,0.8724,79114,2022-02-07,0.0006870491240125176,0.0006870491240125176,2022,Monday,0
26,69612,0.8759,0.87398,0.87559,0.87744,0.8732,69612,2022-02-08,0.0019338597093487842,0.0019338597093487842,2022,Tuesday,0
27,63362,0.8749,0.87559,0.87553,0.87697,0.8735,63362,2022-02-09,-6.852522299238828e-05,6.852522299238828e-05,2022,Wednesday,0
28,61055,0.8737,0.87555,0.87627,0.87805,0.8698,61055,2022-02-10,0.0008452023345859594,0.0008452023345859594,2022,Thursday,0
29,95311,0.8787,0.87626,0.881,0.88261,0.875657,95311,2022-02-11,0.0053978796489666525,0.0053978796489666525,2022,Friday,0
30,99070,0.8833,0.87989,0.88445,0.88652,0.87953,99070,2022-02-14,0.003916004540295059,0.003916004540295059,2022,Monday,0
31,76866,0.8817,0.88444,0.88062,0.88468,0.87943,76866,2022-02-15,-0.004330374809203508,0.004330374809203508,2022,Tuesday,0
32,69667,0.8793,0.88063,0.87926,0.88141,0.8773,69667,2022-02-16,-0.0015443664690785175,0.0015443664690785175,2022,Wednesday,0
33,89001,0.88,0.87925,0.8798,0.88311,0.878,89001,2022-02-17,0.0006141528103178473,0.0006141528103178473,2022,Thursday,0
34,69105,0.8809,0.87998,0.8831,0.88377,0.8788,69105,2022-02-18,0.0037508524664695564,0.0037508524664695564,2022,Friday,0
35,64986,0.8814,0.88355,0.8842,0.88521,0.87786,64986,2022-02-21,0.0012456120484656275,0.0012456120484656275,2022,Monday,0
36,94062,0.8827,0.8842,0.88266,0.88587,0.8796,94062,2022-02-22,-0.0017416874010405259,0.0017416874010405259,2022,Tuesday,0
37,69674,0.8826,0.88268,0.88451,0.88491,0.8801,69674,2022-02-23,0.0020959372804931764,0.0020959372804931764,2022,Wednesday,0
38,161103,0.8926,0.88448,0.8934,0.90033,0.8844,161103,2022-02-24,0.010050762569105975,0.010050762569105975,2022,Thursday,0
39,109977,0.8916,0.89355,0.88707,0.89554,0.8868,109977,2022-02-25,-0.0070852921423774085,0.0070852921423774085,2022,Friday,0
40,131325,0.8936,0.89435,0.89168,0.89745,0.8891,131325,2022-02-28,0.00519688412413899,0.00519688412413899,2022,Monday,0
41,109205,0.8958,0.89169,0.89825,0.90167,0.890076,109205,2022-03-01,0.007368114121657943,0.007368114121657943,2022,Tuesday,0
42,122457,0.9008,0.8983,0.89986,0.90431,0.8969,122457,2022-03-02,0.0017923740606735628,0.0017923740606735628,2022,Wednesday,0
43,92776,0.9026,0.89987,0.9034,0.90631,0.8994,92776,2022-03-03,0.003933945280376827,0.003933945280376827,2022,Thursday,0
44,123729,0.9113,0.90368,0.91314,0.91859,0.9034,123729,2022-03-04,0.010781492140801374,0.010781492140801374,2022,Friday,0
45,168011,0.9199,0.91959,0.92,0.92534,0.91467,168011,2022-03-07,0.007512539150623221,0.007512539150623221,2022,Monday,0
46,142012,0.918,0.92023,0.91758,0.9217,0.912326,142012,2022-03-08,-0.002630434782608826,0.002630434782608826,2022,Tuesday,0
47,110463,0.9093,0.91764,0.90302,0.91767,0.9011,110463,2022-03-09,-0.01586782623858396,0.01586782623858396,2022,Wednesday,1
48,116487,0.9059,0.90302,0.90794,0.91103,0.899,116487,2022-03-10,0.005448384310424936,0.005448384310424936,2022,Thursday,0
49,104418,0.911,0.90798,0.91638,0.91725,0.905387,104418,2022-03-11,0.00929576844284874,0.00929576844284874,2022,Friday,0
50,96687,0.9133,0.91474,0.91381,0.91735,0.9094,96687,2022-03-14,-0.0028045134114668135,0.0028045134114668135,2022,Monday,0
51,102302,0.911,0.9138,0.9118,0.91523,0.907276,102302,2022-03-15,-0.0021995819699937025,0.0021995819699937025,2022,Tuesday,0
52,118558,0.9096,0.91179,0.90727,0.91322,0.905059,118558,2022-03-16,-0.004968194779557011,0.004968194779557011,2022,Wednesday,0
53,84939,0.904,0.90725,0.90094,0.90738,0.897666,84939,2022-03-17,-0.006976974880686049,0.006976974880686049,2022,Thursday,0
54,82893,0.9044,0.90093,0.9038,0.90877,0.8992,82893,2022-03-18,0.003174462228339392,0.003174462228339392,2022,Friday,0
55,75530,0.9058,0.90559,0.90766,0.90822,0.903261,75530,2022-03-21,0.004270856384155808,0.004270856384155808,2022,Monday,0
56,83308,0.9083,0.90767,0.90664,0.91229,0.9051,83308,2022-03-22,-0.001123768812110293,0.001123768812110293,2022,Tuesday,0
57,73419,0.9086,0.90663,0.90857,0.91204,0.905551,73419,2022-03-23,0.002128739080561104,0.002128739080561104,2022,Wednesday,0
58,80711,0.9099,0.90859,0.90835,0.91192,0.9078,80711,2022-03-24,-0.00024213874550116365,0.00024213874550116365,2022,Thursday,0
59,76189,0.9082,0.90831,0.9103,0.91065,0.9058,76189,2022-03-25,0.0021467496009248688,0.0021467496009248688,2022,Friday,0
60,88701,0.9115,0.9103,0.90978,0.91366,0.9089,88701,2022-03-28,-0.0005712402504668423,0.0005712402504668423,2022,Monday,0
61,105317,0.9045,0.90968,0.90156,0.91162,0.897666,105317,2022-03-29,-0.009035151355272664,0.009035151355272664,2022,Tuesday,0
62,93559,0.8982,0.9016,0.89591,0.90184,0.895,93559,2022-03-30,-0.006266915124894634,0.006266915124894634,2022,Wednesday,0
63,96601,0.8994,0.89593,0.9029,0.90404,0.8939,96601,2022-03-31,0.007802122981103166,0.007802122981103166,2022,Thursday,0
64,40882,0.9048,0.90305,0.905,0.90678,0.902772,40882,2022-04-01,0.0023258389633402654,0.0023258389633402654,2022,Friday,0
65,71007,0.9083,0.90527,0.91112,0.91234,0.9044,71007,2022-04-04,0.00676243093922646,0.00676243093922646,2022,Monday,0
66,76608,0.9129,0.91113,0.9169,0.91739,0.9098,76608,2022-04-05,0.0063438405478970505,0.0063438405478970505,2022,Tuesday,0
67,95875,0.917,0.91689,0.9176,0.91956,0.9141,95875,2022-04-06,0.0007634420329369895,0.0007634420329369895,2022,Wednesday,0
68,93291,0.9174,0.91759,0.9204,0.92073,0.91414,93291,2022-04-07,0.0030514385353095363,0.0030514385353095363,2022,Thursday,0
69,80934,0.9203,0.9201,0.91944,0.9228,0.9179,80934,2022-04-08,-0.0010430247718382635,0.0010430247718382635,2022,Friday,0
70,81927,0.918,0.91872,0.91935,0.91971,0.9145,81927,2022-04-11,-9.788566953805589e-05,9.788566953805589e-05,2022,Monday,0
71,100559,0.9205,0.91933,0.92366,0.92407,0.9171,100559,2022-04-12,0.00468809484962196,0.00468809484962196,2022,Tuesday,0
72,89694,0.9221,0.92369,0.9178,0.9251,0.9174,89694,2022-04-13,-0.006344325834181541,0.006344325834181541,2022,Wednesday,0
73,113208,0.9214,0.91775,0.92408,0.92952,0.9152,113208,2022-04-14,0.006842449335367151,0.006842449335367151,2022,Thursday,0
74,71831,0.925,0.92401,0.9245,0.92617,0.9237,71831,2022-04-15,0.00045450610336761343,0.00045450610336761343,2022,Friday,0
75,57039,0.9263,0.92465,0.9276,0.92847,0.9244,57039,2022-04-18,0.003353163872363396,0.003353163872363396,2022,Monday,0
76,80594,0.9268,0.92764,0.92639,0.92923,0.9246,80594,2022-04-19,-0.0013044415696420453,0.0013044415696420453,2022,Tuesday,0
77,88967,0.9231,0.92637,0.92166,0.92726,0.92,88967,2022-04-20,-0.005105840952514651,0.005105840952514651,2022,Wednesday,0
78,98686,0.9202,0.92173,0.92289,0.92386,0.9142,98686,2022-04-21,0.00133454853199666,0.00133454853199666,2022,Thursday,0
79,90009,0.9249,0.9229,0.9257,0.92838,0.9213,90009,2022-04-22,0.0030447832352717974,0.0030447832352717974,2022,Friday,0
80,112792,0.9311,0.92507,0.9333,0.93487,0.9246,112792,2022-04-25,0.008210003240790797,0.008210003240790797,2022,Monday,0
81,92645,0.9359,0.93345,0.93958,0.94025,0.931,92645,2022-04-26,0.006728811743276442,0.006728811743276442,2022,Tuesday,0
82,106076,0.9443,0.93959,0.9472,0.951,0.9384,106076,2022-04-27,0.008110006598693209,0.008110006598693209,2022,Wednesday,0
83,124822,0.9509,0.94745,0.9519,0.95499,0.9463,124822,2022-04-28,0.004961993243243201,0.004961993243243201,2022,Thursday,0
84,102007,0.9483,0.95205,0.9482,0.95216,0.9439,102007,2022-04-29,-0.0038869629162726627,0.0038869629162726627,2022,Friday,0
85,96889,0.9504,0.94918,0.95145,0.95325,0.9461,96889,2022-05-02,0.0034275469310272033,0.0034275469310272033,2022,Monday,0
86,103994,0.95,0.95148,0.95005,0.95307,0.9452,103994,2022-05-03,-0.001471438330968633,0.001471438330968633,2022,Tuesday,0
87,115890,0.9477,0.95007,0.94155,0.9518,0.9405,115890,2022-05-04,-0.008946897531708853,0.008946897531708853,2022,Wednesday,0
88,124751,0.9465,0.94147,0.94876,0.95299,0.9395,124751,2022-05-05,0.00765758589559784,0.00765758589559784,2022,Thursday,0
89,133231,0.9474,0.94876,0.948,0.95388,0.9431,133231,2022-05-06,-0.0008010455752772705,0.0008010455752772705,2022,Friday,0
90,112251,0.949,0.94943,0.94665,0.95278,0.944,112251,2022-05-09,-0.0014240506329114,0.0014240506329114,2022,Monday,0
91,116204,0.9476,0.94664,0.94972,0.95006,0.9446,116204,2022-05-10,0.003243014841810554,0.003243014841810554,2022,Tuesday,0
92,129676,0.9486,0.94972,0.9512,0.95215,0.9453,129676,2022-05-11,0.0015583540411912011,0.0015583540411912011,2022,Wednesday,0
93,142054,0.9581,0.95125,0.9634,0.96579,0.9495,142054,2022-05-12,0.012825904121110066,0.012825904121110066,2022,Thursday,0
94,105222,0.9623,0.96349,0.9604,0.96616,0.9595,105222,2022-05-13,-0.003113971351463518,0.003113971351463518,2022,Friday,0
95,94156,0.96,0.96166,0.95789,0.9625,0.9573,94156,2022-05-16,-0.0026134943773428176,0.0026134943773428176,2022,Monday,0
96,107303,0.952,0.95789,0.94792,0.95856,0.9472,107303,2022-05-17,-0.010408293227823662,0.010408293227823662,2022,Tuesday,0
97,93662,0.9513,0.9479,0.95479,0.95596,0.9464,93662,2022-05-18,0.007247447041944577,0.007247447041944577,2022,Wednesday,0
98,119507,0.9493,0.95479,0.94518,0.95555,0.9425,119507,2022-05-19,-0.010065040480105591,0.010065040480105591,2022,Thursday,0
99,93636,0.9463,0.94517,0.9466,0.94938,0.9433,93636,2022-05-20,0.0015023593389618117,0.0015023593389618117,2022,Friday,0
100,88871,0.9394,0.94613,0.9358,0.94621,0.9346,88871,2022-05-23,-0.01140925417282912,0.01140925417282912,2022,Monday,0
101,91534,0.9332,0.9355,0.9317,0.93796,0.9302,91534,2022-05-24,-0.0043812780508655225,0.0043812780508655225,2022,Tuesday,0
102,99211,0.9362,0.93169,0.93568,0.93959,0.9312,99211,2022-05-25,0.004271761296554599,0.004271761296554599,2022,Wednesday,0
103,87363,0.9342,0.93574,0.93171,0.93783,0.9314,87363,2022-05-26,-0.004242903556771482,0.004242903556771482,2022,Thursday,0
104,75093,0.9319,0.93168,0.9312,0.93477,0.9287,75093,2022-05-27,-0.0005473806227259681,0.0005473806227259681,2022,Friday,0
105,55754,0.9292,0.93198,0.92821,0.9322,0.9268,55754,2022-05-30,-0.0032109106529210063,0.0032109106529210063,2022,Monday,0
106,91698,0.9321,0.9282,0.93158,0.93636,0.9278,91698,2022-05-31,0.003630643927559518,0.003630643927559518,2022,Tuesday,0
107,71643,0.9353,0.93153,0.93884,0.94098,0.93115,71643,2022-06-01,0.007793211533094313,0.007793211533094313,2022,Wednesday,0
108,65647,0.9348,0.93886,0.93,0.93938,0.9294,65647,2022-06-02,-0.009415874909462718,0.009415874909462718,2022,Thursday,0
109,61475,0.9313,0.93016,0.9327,0.93417,0.9288,61475,2022-06-03,0.002903225806451637,0.002903225806451637,2022,Friday,0
110,62297,0.9332,0.93231,0.93545,0.9374,0.9299,62297,2022-06-06,0.0029484292913048993,0.0029484292913048993,2022,Monday,0
111,65724,0.9357,0.93544,0.93477,0.9383,0.933184,65724,2022-06-07,-0.0007269228713453479,0.0007269228713453479,2022,Tuesday,0
112,75297,0.9335,0.93476,0.933,0.93703,0.9301,75297,2022-06-08,-0.001893513912513134,0.001893513912513134,2022,Wednesday,0
113,101754,0.9353,0.93305,0.9414,0.94236,0.928,101754,2022-06-09,0.009003215434083556,0.009003215434083556,2022,Thursday,0
114,96817,0.9461,0.94165,0.95045,0.95183,0.9394,96817,2022-06-10,0.009613341831315125,0.009613341831315125,2022,Friday,0
115,115182,0.9563,0.95314,0.9601,0.96152,0.952562,115182,2022-06-13,0.010153085380609106,0.010153085380609106,2022,Monday,0
116,119073,0.9584,0.96013,0.95809,0.96177,0.9537,119073,2022-06-14,-0.002093531923757941,0.002093531923757941,2022,Tuesday,0
117,149055,0.9576,0.95807,0.9562,0.96527,0.951475,149055,2022-06-15,-0.0019726748009059047,0.0019726748009059047,2022,Wednesday,0
118,142421,0.9556,0.95619,0.94814,0.96322,0.9431,142421,2022-06-16,-0.00842919891236149,0.00842919891236149,2022,Thursday,0
119,114766,0.9518,0.94809,0.9527,0.95739,0.9474,114766,2022-06-17,0.004809416330921579,0.004809416330921579,2022,Friday,0
120,85557,0.9506,0.95324,0.9507,0.95372,0.948,85557,2022-06-20,-0.0020992967355936143,0.0020992967355936143,2022,Monday,0
121,92844,0.9482,0.95077,0.94951,0.95115,0.9447,92844,2022-06-21,-0.001251709266856027,0.001251709266856027,2022,Tuesday,0
122,111054,0.9492,0.9495,0.94651,0.95517,0.942863,111054,2022-06-22,-0.0031595243862624356,0.0031595243862624356,2022,Wednesday,0
123,126780,0.9498,0.94654,0.95058,0.95389,0.9448,126780,2022-06-23,0.004300007395590111,0.004300007395590111,2022,Thursday,0
124,94317,0.9488,0.95061,0.9471,0.95125,0.9457,94317,2022-06-24,-0.0036609228050242804,0.0036609228050242804,2022,Friday,0
125,93064,0.9454,0.9462,0.94516,0.94781,0.9419,93064,2022-06-27,-0.0020483581459191935,0.0020483581459191935,2022,Monday,0
126,103475,0.9471,0.9449,0.9503,0.95201,0.942774,103475,2022-06-28,0.0054382326801811764,0.0054382326801811764,2022,Tuesday,0
127,111184,0.9527,0.9504,0.95728,0.95826,0.9489,111184,2022-06-29,0.0073450489319162315,0.0073450489319162315,2022,Wednesday,0
128,115025,0.9576,0.9573,0.9542,0.9631,0.9532,115025,2022-06-30,-0.003217449440080178,0.003217449440080178,2022,Thursday,0
129,113921,0.9584,0.95432,0.9588,0.96464,0.9542,113921,2022-07-01,0.004820792286732267,0.004820792286732267,2022,Friday,0
130,81857,0.9582,0.95852,0.95848,0.96,0.955566,81857,2022-07-04,-0.0003337505214852099,0.0003337505214852099,2022,Monday,0
131,124089,0.9687,0.95848,0.97493,0.97702,0.9568,124089,2022-07-05,0.01716259076871718,0.01716259076871718,2022,Tuesday,1
132,126101,0.9788,0.97497,0.9817,0.9841,0.973,126101,2022-07-06,0.006944088293518558,0.006944088293518558,2022,Wednesday,0
133,110881,0.9817,0.98183,0.9832,0.98577,0.978186,110881,2022-07-07,0.0015279616990933054,0.0015279616990933054,2022,Thursday,0
134,119682,0.9851,0.9834,0.9814,0.99277,0.981,119682,2022-07-08,-0.0018307567127745505,0.0018307567127745505,2022,Friday,0
135,116807,0.99,0.98348,0.99537,0.99661,0.9833,116807,2022-07-11,0.014234766659873666,0.014234766659873666,2022,Monday,1
136,134868,0.9967,0.99541,0.99694,0.99998,0.992457,134868,2022-07-12,0.0015773029124848126,0.0015773029124848126,2022,Tuesday,0
137,144397,0.9952,0.9966,0.99656,1.00018,0.9878,144397,2022-07-13,-0.00038116636908946955,0.00038116636908946955,2022,Wednesday,0
138,152257,0.9985,0.99652,0.99732,1.00479,0.9949,152257,2022-07-14,0.0007626234245805552,0.0007626234245805552,2022,Thursday,0
139,117352,0.9949,0.9973,0.99121,0.99929,0.990099,117352,2022-07-15,-0.006126418802390399,0.006126418802390399,2022,Friday,0
140,113465,0.9863,0.9903,0.9853,0.99191,0.980104,113465,2022-07-18,-0.005962409580210104,0.005962409580210104,2022,Monday,0
141,124369,0.9789,0.98551,0.9771,0.98814,0.9736,124369,2022-07-19,-0.008322338374099236,0.008322338374099236,2022,Tuesday,0
142,120708,0.9789,0.97737,0.98218,0.98468,0.973236,120708,2022-07-20,0.00519905843823576,0.00519905843823576,2022,Wednesday,0
143,144217,0.9801,0.98219,0.97842,0.98482,0.9727,144217,2022-07-21,-0.003828218860086885,0.003828218860086885,2022,Thursday,0
144,133280,0.981,0.97843,0.9789,0.98713,0.9749,133280,2022-07-22,0.0004905868645368461,0.0004905868645368461,2022,Friday,0
145,122090,0.9786,0.98041,0.9779,0.98237,0.97478,122090,2022-07-25,-0.0010215548064154145,0.0010215548064154145,2022,Monday,0
146,111437,0.9835,0.97814,0.98725,0.98931,0.9753,111437,2022-07-26,0.009561304836895435,0.009561304836895435,2022,Tuesday,0
147,123104,0.985,0.98725,0.9797,0.99041,0.978186,123104,2022-07-27,-0.007647505697644941,0.007647505697644941,2022,Wednesday,0
148,141929,0.9826,0.97986,0.98111,0.98865,0.9768,141929,2022-07-28,0.0014392160865570602,0.0014392160865570602,2022,Thursday,0
149,133040,0.98,0.98107,0.9778,0.98554,0.9749,133040,2022-07-29,-0.003373729755073329,0.003373729755073329,2022,Friday,0
150,117171,0.9759,0.97935,0.97435,0.9796,0.973,117171,2022-08-01,-0.003528328901615807,0.003528328901615807,2022,Monday,0
151,146397,0.9779,0.97426,0.98453,0.98472,0.9713,146397,2022-08-02,0.010447990968337928,0.010447990968337928,2022,Tuesday,0
152,129929,0.9833,0.98454,0.98454,0.98785,0.97924,129929,2022-08-03,1.0157130813537307e-05,1.0157130813537307e-05,2022,Wednesday,0
153,119590,0.9809,0.98457,0.97581,0.98479,0.975,119590,2022-08-04,-0.00886708513620571,0.00886708513620571,2022,Thursday,0
154,111022,0.9805,0.97582,0.9818,0.98599,0.9755,111022,2022-08-05,0.006138490074912184,0.006138490074912184,2022,Friday,0
155,99711,0.9812,0.98304,0.9804,0.98428,0.978091,99711,2022-08-08,-0.0014259523324505752,0.0014259523324505752,2022,Monday,0
156,85175,0.9786,0.98054,0.97959,0.98144,0.97561,85175,2022-08-09,-0.0008261933904529783,0.0008261933904529783,2022,Tuesday,0
157,44065,0.9735,0.9793,0.9707,0.98018,0.9642,44065,2022-08-10,-0.009075225349380767,0.009075225349380767,2022,Wednesday,0
158,54553,0.9689,0.97095,0.9687,0.97314,0.9645,54553,2022-08-11,-0.002060368806016233,0.002060368806016233,2022,Thursday,0
159,44546,0.9722,0.96889,0.97429,0.97662,0.9683,44546,2022-08-12,0.005770620419118355,0.005770620419118355,2022,Friday,0
160,69405,0.9791,0.97523,0.98407,0.98481,0.9737,69405,2022-08-15,0.010038079011382761,0.010038079011382761,2022,Monday,0
161,63245,0.9846,0.98408,0.98327,0.98788,0.9807,63245,2022-08-16,-0.000812950298251125,0.000812950298251125,2022,Tuesday,0
162,59505,0.983,0.98327,0.98252,0.98564,0.9799,59505,2022-08-17,-0.0007627609913859468,0.0007627609913859468,2022,Wednesday,0
163,48849,0.9856,0.9825,0.9894,0.99197,0.9808,48849,2022-08-18,0.0070024019867280796,0.0070024019867280796,2022,Thursday,0
164,60555,0.9936,0.9911,0.9958,1.004,0.9889,60555,2022-08-19,0.006468566808166543,0.006468566808166543,2022,Friday,0
165,45149,1.0016,0.99668,1.0059,1.0074,0.99556,45149,2022-08-22,0.01014259891544489,0.01014259891544489,2022,Monday,0
166,65724,1.0051,1.00617,1.00333,1.01005,0.99595,65724,2022-08-23,-0.002554925936971819,0.002554925936971819,2022,Tuesday,0
167,63941,1.005,1.00332,1.00319,1.00904,0.9952,63941,2022-08-24,-0.0001395353472934957,0.0001395353472934957,2022,Wednesday,0
168,108990,1.0015,1.00319,1.00293,1.00511,0.9964,108990,2022-08-25,-0.0002591732373726785,0.0002591732373726785,2022,Thursday,0
169,98367,0.9996,1.00292,1.0033,1.00434,0.99108,98367,2022-08-26,0.000368919067133211,0.000368919067133211,2022,Friday,0
170,117725,1.0029,1.00639,0.99888,1.00861,0.9969,117725,2022-08-29,-0.004405461975480973,0.004405461975480973,2022,Monday,0
171,128374,0.9984,0.99889,0.9974,1.0022,0.9945,128374,2022-08-30,-0.001481659458593687,0.001481659458593687,2022,Tuesday,0
172,132906,0.9975,0.99761,0.99616,1.00287,0.991965,132906,2022-08-31,-0.001243232404250949,0.001243232404250949,2022,Wednesday,0
173,131755,1.0011,0.99615,1.0046,1.00892,0.9949,131755,2022-09-01,0.008472534532605103,0.008472534532605103,2022,Thursday,0
