,v,vw,o,c,h,l,n,date,daily_return,abs_daily_return,year,day,is_outlier
347,87233,0.9054,0.90816,0.90342,0.90865,0.901388,87233,2023-05-03,-0.005153617443012903,0.005153617443012903,2023,Wednesday,0
348,96647,0.9056,0.9034,0.90717,0.91025,0.901388,96647,2023-05-04,0.004150893272232281,0.004150893272232281,2023,Thursday,0
349,76540,0.9076,0.90716,0.8919,0.91178,0.8917,76540,2023-05-05,-0.016832567214524308,0.016832567214524308,2023,Friday,1
350,63486,0.9065,0.90755,0.9092,0.90944,0.904486,63486,2023-05-08,0.019396793362484566,0.019396793362484566,2023,Monday,1
351,69231,0.9113,0.90936,0.91198,0.91392,0.90876,69231,2023-05-09,0.0030576330840299537,0.0030576330840299537,2023,Tuesday,0
352,78273,0.9113,0.91198,0.91046,0.91393,0.9083,78273,2023-05-10,-0.001666703217175769,0.001666703217175769,2023,Wednesday,0
353,82986,0.9146,0.9105,0.91635,0.91736,0.9091,82986,2023-05-11,0.006469257298508335,0.006469257298508335,2023,Thursday,0
354,69499,0.9179,0.91636,0.914,0.9218,0.914,69499,2023-05-12,-0.0025645222895182007,0.0025645222895182007,2023,Friday,0
355,63644,0.9199,0.92137,0.9195,0.92178,0.918,63644,2023-05-15,0.006017505470459428,0.006017505470459428,2023,Monday,0
356,73181,0.9194,0.91962,0.92033,0.92119,0.9168,73181,2023-05-16,0.0009026644915715032,0.0009026644915715032,2023,Tuesday,0
357,75067,0.9225,0.92032,0.92265,0.92504,0.9195,75067,2023-05-17,0.0025208349179097755,0.0025208349179097755,2023,Wednesday,0
358,68454,0.9257,0.92266,0.92804,0.92913,0.9215,68454,2023-05-18,0.005841868530862104,0.005841868530862104,2023,Thursday,0
359,79728,0.9263,0.9278,0.9238,0.92932,0.923191,79728,2023-05-19,-0.004568768587560945,0.004568768587560945,2023,Friday,0
360,76227,0.9246,0.92382,0.92499,0.92627,0.923,76227,2023-05-22,0.0012881576098722203,0.0012881576098722203,2023,Monday,0
361,79579,0.927,0.92498,0.9284,0.92934,0.9239,79579,2023-05-23,0.0036865263408252247,0.0036865263408252247,2023,Tuesday,0
362,85462,0.9285,0.92853,0.9296,0.93089,0.925669,85462,2023-05-24,0.0012925463162429818,0.0012925463162429818,2023,Wednesday,0
363,82457,0.9321,0.92971,0.9325,0.93388,0.9297,82457,2023-05-25,0.0031196213425128683,0.0031196213425128683,2023,Thursday,0
364,59735,0.932,0.93249,0.9317,0.9344,0.929282,59735,2023-05-26,-0.0008579088471850627,0.0008579088471850627,2023,Friday,0
365,41319,0.9327,0.9327,0.93395,0.93407,0.9305,41319,2023-05-29,0.0024149404314692813,0.0024149404314692813,2023,Monday,0
366,82882,0.9331,0.93397,0.93178,0.93692,0.930233,82882,2023-05-30,-0.002323464853578816,0.002323464853578816,2023,Tuesday,0
367,96637,0.9362,0.9316,0.9349,0.94026,0.9312,96637,2023-05-31,0.0033484298868831086,0.0033484298868831086,2023,Wednesday,0
368,83900,0.9334,0.93512,0.92928,0.93791,0.9281,83900,2023-06-01,-0.006011338111027831,0.006011338111027831,2023,Thursday,0
369,71295,0.9302,0.92932,0.9322,0.9341,0.927558,71295,2023-06-02,0.003142217630853983,0.003142217630853983,2023,Friday,0
370,71501,0.9345,0.93481,0.93355,0.93679,0.932488,71501,2023-06-05,0.001448187084316599,0.001448187084316599,2023,Monday,0
371,68808,0.9347,0.9333,0.9347,0.93747,0.931532,68808,2023-06-06,0.0012318568903646465,0.0012318568903646465,2023,Tuesday,0
372,74265,0.9344,0.93468,0.93394,0.93731,0.9309,74265,2023-06-07,-0.0008130951107306883,0.0008130951107306883,2023,Wednesday,0
373,72634,0.9307,0.93392,0.9273,0.93445,0.9268,72634,2023-06-08,-0.007109664432404683,0.007109664432404683,2023,Thursday,0
374,59405,0.9287,0.92744,0.9288,0.93076,0.927,59405,2023-06-09,0.0016175994823681705,0.0016175994823681705,2023,Friday,0
375,65793,0.9295,0.93019,0.92913,0.93166,0.9266,65793,2023-06-12,0.00035529715762283587,0.00035529715762283587,2023,Monday,0
376,78796,0.9264,0.92914,0.92678,0.9294,0.9238,78796,2023-06-13,-0.0025292477909442113,0.0025292477909442113,2023,Tuesday,0
377,79027,0.9242,0.92677,0.92224,0.92812,0.920217,79027,2023-06-14,-0.0048986814562248515,0.0048986814562248515,2023,Wednesday,0
378,79873,0.9199,0.92223,0.91358,0.92557,0.9126,79873,2023-06-15,-0.009390180430256745,0.009390180430256745,2023,Thursday,0
379,71431,0.9137,0.91355,0.9122,0.91587,0.911245,71431,2023-06-16,-0.0015105409487947696,0.0015105409487947696,2023,Friday,0
380,32759,0.9154,0.914,0.91539,0.9167,0.9132,32759,2023-06-19,0.0034970401227800707,0.0034970401227800707,2023,Monday,0
381,76364,0.9157,0.91542,0.91572,0.91799,0.9133,76364,2023-06-20,0.0003605020810801829,0.0003605020810801829,2023,Tuesday,0
382,80445,0.9144,0.91574,0.90976,0.91693,0.9083,80445,2023-06-21,-0.0065085397283012325,0.0065085397283012325,2023,Wednesday,0
383,74319,0.9107,0.90974,0.91276,0.91331,0.9079,74319,2023-06-22,0.0032975729862820824,0.0032975729862820824,2023,Thursday,0
384,78928,0.9178,0.91274,0.9146,0.9221,0.9123,78928,2023-06-23,0.0020158639730047945,0.0020158639730047945,2023,Friday,0
385,66122,0.9168,0.91683,0.9165,0.9185,0.915416,66122,2023-06-26,0.00207741089000657,0.00207741089000657,2023,Monday,0
386,69255,0.9138,0.91656,0.91258,0.91724,0.911162,69255,2023-06-27,-0.004277141298417941,0.004277141298417941,2023,Tuesday,0
387,74980,0.9144,0.91257,0.91612,0.91762,0.912,74980,2023-06-28,0.003879111968265958,0.003879111968265958,2023,Wednesday,0
388,78279,0.9179,0.9159,0.92,0.92075,0.9137,78279,2023-06-29,0.004235253023621377,0.004235253023621377,2023,Thursday,0
389,75914,0.9186,0.92014,0.9159,0.92285,0.914495,75914,2023-06-30,-0.00445652173913047,0.00445652173913047,2023,Friday,0
390,66279,0.9171,0.91675,0.91632,0.91987,0.9143,66279,2023-07-03,0.00045856534556176776,0.00045856534556176776,2023,Monday,0
391,49341,0.9174,0.9163,0.9187,0.91935,0.9158,49341,2023-07-04,0.0025973459053605374,0.0025973459053605374,2023,Tuesday,0
392,55495,0.9194,0.91885,0.92118,0.92157,0.91659,55495,2023-07-05,0.002699466637640091,0.002699466637640091,2023,Wednesday,0
393,71399,0.9201,0.92116,0.9182,0.92304,0.917179,71399,2023-07-06,-0.003234981219739863,0.003234981219739863,2023,Thursday,0
394,76823,0.9163,0.91827,0.9111,0.92015,0.9109,76823,2023-07-07,-0.007732520148115873,0.007732520148115873,2023,Friday,0
395,82515,0.9116,0.91178,0.90862,0.91376,0.9082,82515,2023-07-10,-0.0027219844144441563,0.0027219844144441563,2023,Monday,0
396,74390,0.9088,0.90861,0.90793,0.91094,0.906783,74390,2023-07-11,-0.0007593933657634722,0.0007593933657634722,2023,Tuesday,0
397,82724,0.9033,0.90794,0.89759,0.90807,0.8973,82724,2023-07-12,-0.011388543169627674,0.011388543169627674,2023,Wednesday,0
398,78678,0.8947,0.89756,0.89096,0.89846,0.8902,78678,2023-07-13,-0.007386445927427876,0.007386445927427876,2023,Thursday,0
399,116361,0.8906,0.89093,0.889,0.89247,0.8889,116361,2023-07-14,-0.0021998742928974746,0.0021998742928974746,2023,Friday,0
400,100064,0.8903,0.89065,0.88985,0.89251,0.888652,100064,2023-07-17,0.0009561304836895879,0.0009561304836895879,2023,Monday,0
401,128010,0.8896,0.88984,0.89059,0.89214,0.886682,128010,2023-07-18,0.0008316008316007206,0.0008316008316007206,2023,Tuesday,0
402,121323,0.8918,0.89057,0.89244,0.89486,0.8894,121323,2023-07-19,0.002077274615704283,0.002077274615704283,2023,Wednesday,0
403,119991,0.8943,0.89242,0.89808,0.89937,0.8903,119991,2023-07-20,0.006319752588409333,0.006319752588409333,2023,Thursday,0
404,107054,0.8985,0.89808,0.8981,0.90027,0.897,107054,2023-07-21,2.226973098173879e-05,2.226973098173879e-05,2023,Friday,0
405,118745,0.9014,0.89889,0.90388,0.90415,0.8969,118745,2023-07-24,0.006435808929963205,0.006435808929963205,2023,Monday,0
406,109475,0.9044,0.90387,0.90495,0.90731,0.9017,109475,2023-07-25,0.0011837854582466,0.0011837854582466,2023,Tuesday,0
407,128266,0.9034,0.90493,0.90267,0.90595,0.900171,128266,2023-07-26,-0.0025194762141554916,0.0025194762141554916,2023,Wednesday,0
408,156010,0.9048,0.90266,0.91087,0.9119,0.89662,156010,2023-07-27,0.009084161432195481,0.009084161432195481,2023,Thursday,0
409,153104,0.9095,0.91085,0.9064,0.91377,0.905,153104,2023-07-28,-0.004907396225586447,0.004907396225586447,2023,Friday,0
410,123215,0.9075,0.9071,0.9092,0.90961,0.9051,123215,2023-07-31,0.0030891438658429138,0.0030891438658429138,2023,Monday,0
411,114122,0.9108,0.90932,0.90842,0.913,0.9073,114122,2023-08-01,-0.0008578970523537288,0.0008578970523537288,2023,Tuesday,0
412,137450,0.9118,0.90844,0.91374,0.91587,0.9083,137450,2023-08-02,0.0058563219656107,0.0058563219656107,2023,Wednesday,0
413,136857,0.9145,0.91376,0.91313,0.91637,0.911993,136857,2023-08-03,-0.0006675859653730853,0.0006675859653730853,2023,Thursday,0
414,123775,0.9105,0.91314,0.9069,0.91449,0.9054,123775,2023-08-04,-0.006822686802536282,0.006822686802536282,2023,Friday,0
415,108137,0.9096,0.90886,0.90885,0.91193,0.9077,108137,2023-08-07,0.002150181938471718,0.002150181938471718,2023,Monday,0
416,125402,0.9119,0.90883,0.91246,0.91496,0.907935,125402,2023-08-08,0.003972052593937292,0.003972052593937292,2023,Tuesday,0
417,109194,0.911,0.91245,0.91095,0.91278,0.909174,109194,2023-08-09,-0.0016548670626658213,0.0016548670626658213,2023,Wednesday,0
418,132467,0.9085,0.91094,0.91059,0.91177,0.90374,132467,2023-08-10,-0.00039519183270220193,0.00039519183270220193,2023,Thursday,0
419,118247,0.911,0.91057,0.912,0.91381,0.90843,118247,2023-08-11,0.001548446611537635,0.001548446611537635,2023,Friday,0
420,126911,0.9153,0.91377,0.91674,0.91953,0.912159,126911,2023-08-14,0.005197368421052673,0.005197368421052673,2023,Monday,0
421,133663,0.9155,0.91675,0.9169,0.91769,0.9128,133663,2023-08-15,0.00017453149202606433,0.00017453149202606433,2023,Tuesday,0
422,136658,0.9169,0.91708,0.91955,0.91981,0.9143,136658,2023-08-16,0.0028901734104045396,0.0028901734104045396,2023,Wednesday,0
423,139058,0.9191,0.91952,0.91956,0.9211,0.915667,139058,2023-08-17,1.0874884454503686e-05,1.0874884454503686e-05,2023,Thursday,0
424,124918,0.9196,0.91956,0.9183,0.92206,0.9177,124918,2023-08-18,-0.0013702205402583711,0.0013702205402583711,2023,Friday,0
425,116256,0.9182,0.91951,0.9176,0.91997,0.916003,116256,2023-08-21,-0.0007622781226178654,0.0007622781226178654,2023,Monday,0
426,117689,0.919,0.91759,0.92194,0.92307,0.914662,117689,2023-08-22,0.004729729729729737,0.004729729729729737,2023,Tuesday,0
427,130852,0.9224,0.92193,0.92032,0.92571,0.91954,130852,2023-08-23,-0.0017571642406229993,0.0017571642406229993,2023,Wednesday,0
428,120933,0.9223,0.92031,0.92597,0.92651,0.919033,120933,2023-08-24,0.0061391689847007935,0.0061391689847007935,2023,Thursday,0
429,120247,0.9264,0.92599,0.9263,0.92882,0.922169,120247,2023-08-25,0.0003563830361674736,0.0003563830361674736,2023,Friday,0
430,101839,0.9251,0.92615,0.92371,0.92623,0.923,101839,2023-08-28,-0.002796070387563354,0.002796070387563354,2023,Monday,0
431,123001,0.9231,0.92369,0.9198,0.9274,0.917768,123001,2023-08-29,-0.004232930248671218,0.004232930248671218,2023,Tuesday,0
432,116864,0.9173,0.91999,0.91493,0.92119,0.9133,116864,2023-08-30,-0.005294629267231898,0.005294629267231898,2023,Wednesday,0
433,116678,0.9197,0.91493,0.92228,0.92291,0.9138,116678,2023-08-31,0.00803340146240683,0.00803340146240683,2023,Thursday,0
434,116569,0.9231,0.92228,0.9262,0.92829,0.91878,116569,2023-09-01,0.004250336123519993,0.004250336123519993,2023,Friday,0
435,58922,0.9264,0.92785,0.92663,0.92806,0.924898,58922,2023-09-04,0.00046426257827669737,0.00046426257827669737,2023,Monday,0
436,114953,0.9306,0.92664,0.93238,0.93399,0.9258,114953,2023-09-05,0.006205281503944393,0.006205281503944393,2023,Tuesday,0
437,101438,0.9322,0.93238,0.93247,0.93434,0.93006,101438,2023-09-06,9.652716703500985e-05,9.652716703500985e-05,2023,Wednesday,0
438,91986,0.934,0.93247,0.93475,0.93576,0.9315,91986,2023-09-07,0.0024451188778191746,0.0024451188778191746,2023,Thursday,0
439,98836,0.9336,0.93475,0.9334,0.9352,0.930492,98836,2023-09-08,-0.0014442364268520969,0.0014442364268520969,2023,Friday,0
440,106374,0.9316,0.9331,0.93041,0.93367,0.929282,106374,2023-09-11,-0.003203342618384508,0.003203342618384508,2023,Monday,0
441,102184,0.9321,0.93041,0.92993,0.9341,0.928,102184,2023-09-12,-0.0005159015917712839,0.0005159015917712839,2023,Tuesday,0
442,121126,0.931,0.92992,0.93167,0.93352,0.9287,121126,2023-09-13,0.0018711085780649395,0.0018711085780649395,2023,Wednesday,0
443,122190,0.9351,0.93168,0.94025,0.94056,0.929627,122190,2023-09-14,0.009209269376496021,0.009209269376496021,2023,Thursday,0
444,109830,0.938,0.94023,0.9368,0.94042,0.935366,109830,2023-09-15,-0.0036692369050784768,0.0036692369050784768,2023,Friday,0
445,98355,0.9369,0.93735,0.93524,0.93851,0.9344,98355,2023-09-18,-0.0016652433817250234,0.0016652433817250234,2023,Monday,0
446,96324,0.9356,0.93524,0.936,0.93676,0.9327,96324,2023-09-19,0.0008126256362004369,0.0008126256362004369,2023,Tuesday,0
447,117963,0.935,0.93616,0.93894,0.93913,0.931099,117963,2023-09-20,0.0031410256410255855,0.0031410256410255855,2023,Wednesday,0
448,126676,0.9389,0.93894,0.93803,0.94188,0.93668,126676,2023-09-21,-0.0009691780092444535,0.0009691780092444535,2023,Thursday,0
449,107437,0.939,0.9379,0.9369,0.94206,0.936768,107437,2023-09-22,-0.0012046523032313017,0.0012046523032313017,2023,Friday,0
450,103642,0.9417,0.93909,0.94412,0.94553,0.9383,103642,2023-09-25,0.007706265343152996,0.007706265343152996,2023,Monday,0
451,107879,0.9446,0.94414,0.94611,0.94677,0.9423,107879,2023-09-26,0.0021077829089521938,0.0021077829089521938,2023,Tuesday,0
452,123211,0.949,0.94609,0.95186,0.9534,0.945448,123211,2023-09-27,0.006077517413408673,0.006077517413408673,2023,Wednesday,0
453,129949,0.9489,0.95187,0.94673,0.95316,0.945001,129949,2023-09-28,-0.0053894480280713974,0.0053894480280713974,2023,Thursday,0
454,127735,0.9445,0.94675,0.9445,0.94712,0.9416,127735,2023-09-29,-0.002355476218140251,0.002355476218140251,2023,Friday,0
455,115135,0.9497,0.94654,0.95418,0.9546,0.9438,115135,2023-10-02,0.010248808893594585,0.010248808893594585,2023,Monday,0
456,125716,0.955,0.95416,0.955,0.95705,0.952653,125716,2023-10-03,0.0008593766375315504,0.0008593766375315504,2023,Tuesday,0
457,118565,0.9528,0.95524,0.9515,0.95681,0.9492,118565,2023-10-04,-0.003664921465968529,0.003664921465968529,2023,Wednesday,0
458,117934,0.9502,0.95173,0.948,0.95234,0.9474,117934,2023-10-05,-0.0036784025223332018,0.0036784025223332018,2023,Thursday,0
459,135644,0.9478,0.94816,0.9432,0.95393,0.943,135644,2023-10-06,-0.005063291139240422,0.005063291139240422,2023,Friday,0
460,120868,0.948,0.94636,0.94527,0.95056,0.945,120868,2023-10-09,0.002194656488549551,0.002194656488549551,2023,Monday,0
461,143589,0.9444,0.94526,0.943,0.94742,0.9414,143589,2023-10-10,-0.002401430279179606,0.002401430279179606,2023,Tuesday,0
462,130079,0.9426,0.94297,0.94126,0.94502,0.9401,130079,2023-10-11,-0.0018451749734887946,0.0018451749734887946,2023,Wednesday,0
463,128469,0.9448,0.94127,0.94914,0.95001,0.939673,128469,2023-10-12,0.008371757006565561,0.008371757006565561,2023,Thursday,0
464,124263,0.9499,0.94911,0.9509,0.95278,0.94688,124263,2023-10-13,0.001854310217670685,0.001854310217670685,2023,Friday,0
465,105896,0.9489,0.9503,0.94745,0.95095,0.9464,105896,2023-10-16,-0.0036281417604374644,0.0036281417604374644,2023,Monday,0
466,123469,0.9468,0.94744,0.9458,0.9494,0.943574,123469,2023-10-17,-0.001741516702728374,0.001741516702728374,2023,Tuesday,0
467,105261,0.9469,0.9458,0.94892,0.95026,0.943663,105261,2023-10-18,0.003298794671177774,0.003298794671177774,2023,Wednesday,0
468,102693,0.9465,0.9489,0.94457,0.9498,0.94193,102693,2023-10-19,-0.004584158833199847,0.004584158833199847,2023,Thursday,0
469,87824,0.9448,0.9446,0.9431,0.94649,0.942863,87824,2023-10-20,-0.0015562636967084709,0.0015562636967084709,2023,Friday,0
470,88615,0.9418,0.94432,0.937,0.94591,0.9363,88615,2023-10-23,-0.006468030961721993,0.006468030961721993,2023,Monday,0
471,91513,0.9407,0.93715,0.94381,0.94486,0.93489,91513,2023-10-24,0.0072678762006404,0.0072678762006404,2023,Tuesday,0
472,87490,0.945,0.94381,0.94638,0.94692,0.9425,87490,2023-10-25,0.0027230056897045163,0.0027230056897045163,2023,Wednesday,0
473,90872,0.9482,0.94639,0.94657,0.9503,0.9459,90872,2023-10-26,0.00020076502039345634,0.00020076502039345634,2023,Thursday,0
474,82458,0.9463,0.94659,0.9452,0.94919,0.943396,82458,2023-10-27,-0.0014473308894218384,0.0014473308894218384,2023,Friday,0
475,81533,0.9443,0.94676,0.94212,0.9481,0.9409,81533,2023-10-30,-0.003258569614896456,0.003258569614896456,2023,Monday,0
476,96521,0.9427,0.9421,0.94531,0.94714,0.93668,96521,2023-10-31,0.003385980554494239,0.003385980554494239,2023,Tuesday,0
477,98232,0.9475,0.94532,0.94455,0.95079,0.9444,98232,2023-11-01,-0.0008039690683478984,0.0008039690683478984,2023,Wednesday,0
478,92682,0.9414,0.9445,0.94196,0.94481,0.9372,92682,2023-11-02,-0.0027420464771583664,0.0027420464771583664,2023,Thursday,0
479,87882,0.9359,0.94197,0.9312,0.94204,0.9303,87882,2023-11-03,-0.011422990360524854,0.011422990360524854,2023,Friday,0
480,81276,0.9312,0.93179,0.9327,0.93313,0.929454,81276,2023-11-06,0.0016108247422679245,0.0016108247422679245,2023,Monday,0
481,88915,0.9353,0.93293,0.93492,0.9377,0.9327,88915,2023-11-07,0.002380186555162478,0.002380186555162478,2023,Tuesday,0
482,87965,0.9355,0.93491,0.93357,0.93813,0.9329,87965,2023-11-08,-0.0014439738159414128,0.0014439738159414128,2023,Wednesday,0
483,91541,0.9349,0.9334,0.93743,0.93807,0.9321,91541,2023-11-09,0.004134665852587371,0.004134665852587371,2023,Thursday,0
484,82777,0.9367,0.93742,0.9332,0.93839,0.9332,82777,2023-11-10,-0.004512336921156712,0.004512336921156712,2023,Friday,0
485,76201,0.9356,0.93537,0.93442,0.9376,0.933794,76201,2023-11-13,0.0013073296185168726,0.0013073296185168726,2023,Monday,0
486,90791,0.9272,0.93437,0.91925,0.93517,0.918274,90791,2023-11-14,-0.01623466963463971,0.01623466963463971,2023,Tuesday,1
487,91104,0.9208,0.91926,0.9211,0.92316,0.91848,91104,2023-11-15,0.0020125101985313254,0.0020125101985313254,2023,Wednesday,0
488,88191,0.9212,0.92127,0.9212,0.92331,0.9176,88191,2023-11-16,0.000108565845185149,0.000108565845185149,2023,Thursday,0
489,85168,0.9201,0.92134,0.9159,0.92379,0.9157,85168,2023-11-17,-0.005753365175857561,0.005753365175857561,2023,Friday,0
490,85493,0.9149,0.91693,0.91363,0.9176,0.9128,85493,2023-11-20,-0.0024784365105360306,0.0024784365105360306,2023,Monday,0
491,89564,0.9139,0.91364,0.9159,0.91738,0.9117,89564,2023-11-21,0.0024845944200606596,0.0024845944200606596,2023,Tuesday,0
492,89669,0.918,0.91594,0.9182,0.92141,0.9153,89669,2023-11-22,0.0025111911780761886,0.0025111911780761886,2023,Wednesday,0
493,58267,0.9168,0.91841,0.9169,0.91851,0.914578,58267,2023-11-23,-0.0014158135482464917,0.0014158135482464917,2023,Thursday,0
494,66197,0.9157,0.91705,0.9132,0.91782,0.9102,66197,2023-11-24,-0.004035336459810246,0.004035336459810246,2023,Friday,0
495,80270,0.9137,0.91399,0.91244,0.91529,0.912159,80270,2023-11-27,-0.0008322382829609731,0.0008322382829609731,2023,Monday,0
496,90704,0.9116,0.91246,0.90871,0.91451,0.9081,90704,2023-11-28,-0.004087940028933423,0.004087940028933423,2023,Tuesday,0
497,92470,0.9104,0.90869,0.9112,0.91238,0.9074,92470,2023-11-29,0.002740148122063246,0.002740148122063246,2023,Wednesday,0
498,97656,0.9154,0.91125,0.9181,0.91913,0.9102,97656,2023-11-30,0.007572431957857839,0.007572431957857839,2023,Thursday,0
499,97501,0.9188,0.91809,0.9179,0.92341,0.9161,97501,2023-12-01,-0.00021784119376966338,0.00021784119376966338,2023,Friday,0
500,98003,0.9215,0.91854,0.9227,0.92557,0.9184,98003,2023-12-04,0.005229327813487172,0.005229327813487172,2023,Monday,0
501,98526,0.9244,0.92269,0.9263,0.92781,0.921574,98526,2023-12-05,0.0039015931505366197,0.0039015931505366197,2023,Tuesday,0
502,93293,0.927,0.92645,0.92879,0.92945,0.925241,93293,2023-12-06,0.0026881140019432426,0.0026881140019432426,2023,Wednesday,0
503,106015,0.9275,0.92877,0.92677,0.92974,0.9242,106015,2023-12-07,-0.002174872683814444,0.002174872683814444,2023,Thursday,0
504,102995,0.9284,0.92675,0.9281,0.93244,0.9258,102995,2023-12-08,0.0014350917703422894,0.0014350917703422894,2023,Friday,0
505,84162,0.9293,0.92886,0.92887,0.93092,0.9276,84162,2023-12-11,0.0008296519771575639,0.0008296519771575639,2023,Monday,0
506,88924,0.927,0.92886,0.92603,0.92924,0.92337,88924,2023-12-12,-0.0030574784415472456,0.0030574784415472456,2023,Tuesday,0
507,96731,0.925,0.92603,0.91886,0.92824,0.9175,96731,2023-12-13,-0.007742729717179819,0.007742729717179819,2023,Wednesday,0
508,123989,0.914,0.91884,0.9096,0.91917,0.9081,123989,2023-12-14,-0.010077704982260682,0.010077704982260682,2023,Thursday,0
509,104355,0.9138,0.90956,0.9167,0.91836,0.9085,104355,2023-12-15,0.007805628847845192,0.007805628847845192,2023,Friday,0
510,91693,0.9159,0.91783,0.91542,0.91791,0.914578,91693,2023-12-18,-0.001396312861350446,0.001396312861350446,2023,Monday,0
511,95228,0.913,0.91543,0.91077,0.91615,0.909835,95228,2023-12-19,-0.005079635577112218,0.005079635577112218,2023,Tuesday,0
512,92758,0.9126,0.91076,0.9136,0.9149,0.9107,92758,2023-12-20,0.0031072608891378195,0.0031072608891378195,2023,Wednesday,0
513,97508,0.9112,0.9137,0.90858,0.91444,0.9078,97508,2023-12-21,-0.005494746059544586,0.005494746059544586,2023,Thursday,0
514,89398,0.9079,0.90858,0.9069,0.90957,0.905551,89398,2023-12-22,-0.0018490391600078926,0.0018490391600078926,2023,Friday,0
515,6522,0.9078,0.9075,0.90747,0.9094,0.9016,6522,2023-12-25,0.0006285147204763142,0.0006285147204763142,2023,Monday,0
516,51232,0.9068,0.90747,0.9055,0.90833,0.9051,51232,2023-12-26,-0.002170870662391078,0.002170870662391078,2023,Tuesday,0
517,77389,0.9029,0.90557,0.90018,0.9067,0.898796,77389,2023-12-27,-0.00587520706791822,0.00587520706791822,2023,Wednesday,0
518,83788,0.9008,0.90018,0.90348,0.90453,0.8975,83788,2023-12-28,0.0036659334799706844,0.0036659334799706844,2023,Thursday,0
519,78410,0.904,0.90346,0.9058,0.90625,0.902,78410,2023-12-29,0.0025678487625626634,0.0025678487625626634,2023,Friday,0
